EmployeeID;Target;Age;AvgDailyHours;Department;Education;EducationField;Gender;HasFlexibleTimings;IsIndividualContributor;JobInvolvement;JobRole;JobSatisfaction;LeavesTaken;MaritalStatus;MicromanagedAtWork;MonthlyIncome;NumCompaniesWorked;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;RemoteWorkSatistfaction;SelfMotivationLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;WorkLoadLevel;YearsAtCompany;YearsSinceLastPromotion;YearsWithCurrManager
100141;0;;8.59;Human Resources;1;Marketing;Male;No;Yes;4;Healthcare Representative;3;12.0;Married;1.0;50000;1;7;4;1;Very High;4;2.0;6;2;High;2.0;2.0;2.0
100142;1;22.0;10.99;Human Resources;5;Marketing;Female;No;Yes;1;Manager;4;7.0;Divorced;1.0;8333;1;16;4;1;Medium;2;0.0;0;2;High;0.0;0.0;0.0
100143;0;55.0;8.39;Human Resources;2;Other;Male;No;Yes;1;Laboratory Technician;1;6.0;Single;4.0;83333;1;20;3;4;High;4;3.0;6;4;Low;0.0;0.0;0.0
100144;1;32.0;9.29;Human Resources;3;Human Resources;Male;No;No;2;Laboratory Technician;1;17.0;Divorced;3.0;75000;1;20;3;1;Very High;1;4.0;2;2;Medium;3.0;3.0;3.0
100145;0;22.0;2.01;Human Resources;1;Human Resources;Male;No;No;1;Human Resources;3;2.0;Married;1.0;25000;1;13;4;2;Low;3;1.0;5;3;High;1.0;1.0;1.0
100146;0;35.0;7.01;Sales;5;Human Resources;Male;Yes;No;3;Manufacturing Director;4;5.0;Divorced;1.0;133333;1;25;2;4;Very High;2;6.0;3;1;Medium;2.0;2.0;2.0
100147;0;50.0;8.13;Sales;5;Marketing;Female;Yes;No;3;Manager;4;19.0;Divorced;2.0;216667;1;18;2;3;High;1;13.0;4;3;Low;2.0;2.0;2.0
100148;0;52.0;7.09;Human Resources;2;Marketing;Female;No;No;1;Laboratory Technician;3;14.0;Divorced;3.0;133333;1;17;2;2;Very High;1;5.0;6;4;Medium;3.0;3.0;0.0
100149;0;26.0;6.03;Sales;2;Marketing;Male;No;No;1;Manager;2;10.0;Single;4.0;75000;1;10;3;4;Very High;1;3.0;4;3;Low;2.0;2.0;2.0
100150;0;24.0;6.97;Sales;1;Technical Degree;Female;No;No;2;Sales Representative;4;3.0;Married;3.0;41667;1;15;3;1;Very High;4;3.0;6;3;High;0.0;0.0;0.0
100151;0;44.0;6.39;Human Resources;3;Other;Female;No;Yes;4;Healthcare Representative;4;23.0;Single;2.0;366667;4;19;4;1;Very High;1;18.0;4;1;Medium;16.0;3.0;6.0
100152;0;56.0;7.93;Human Resources;2;Life Sciences;Male;No;No;4;Manufacturing Director;3;16.0;Divorced;5.0;591667;3;7;1;4;High;1;29.0;2;3;Medium;19.0;3.0;10.0
100153;0;29.0;7.99;Research & Development;4;Marketing;Female;Yes;No;2;Human Resources;4;6.0;Divorced;5.0;66667;1;15;1;3;Low;2;3.0;0;2;Medium;1.0;1.0;1.0
100154;1;28.0;10.28;Sales;4;Marketing;Female;No;Yes;4;Laboratory Technician;3;9.0;Single;4.0;166667;2;11;3;2;Medium;1;7.0;3;1;High;1.0;1.0;1.0
100155;0;24.0;6.37;Sales;3;Human Resources;Male;No;Yes;2;Sales Representative;2;18.0;Single;2.0;41667;1;9;3;4;Very High;2;3.0;4;3;Medium;2.0;2.0;2.0
100156;1;25.0;7.91;Human Resources;1;Life Sciences;Female;No;No;4;Laboratory Technician;1;2.0;Single;2.0;116667;2;9;3;2;Very High;1;4.0;2;1;High;1.0;1.0;1.0
100157;0;59.0;8.4;Research & Development;4;Medical;Female;No;No;2;Healthcare Representative;1;8.0;Single;5.0;416667;5;11;2;2;Very High;2;21.0;4;3;Low;0.0;0.0;0.0
100158;0;41.0;7.67;Human Resources;1;Other;Female;No;Yes;4;Sales Executive;3;10.0;Divorced;1.0;191667;1;24;3;1;Very High;1;10.0;5;4;Medium;7.0;4.0;3.0
100159;0;26.0;6.21;Research & Development;4;Human Resources;Female;No;Yes;3;Human Resources;4;20.0;Married;4.0;83333;2;14;4;4;High;4;4.0;3;3;Medium;3.0;3.0;1.0
100160;0;58.0;7.67;Research & Development;2;Other;Male;No;No;3;Manufacturing Director;2;3.0;Married;1.0;16667;1;24;2;2;High;4;0.0;5;3;Medium;0.0;0.0;0.0
100161;0;51.0;6.61;Human Resources;3;Technical Degree;Male;No;Yes;4;Manufacturing Director;3;5.0;Divorced;5.0;391667;6;8;4;2;Medium;3;26.0;3;2;Low;5.0;5.0;0.0
100162;1;57.0;6.3;Research & Development;1;Human Resources;Male;No;Yes;2;Research Director;4;13.0;Divorced;1.0;258333;2;16;1;1;High;3;19.0;6;1;Medium;12.0;5.0;1.0
100163;0;51.0;6.86;Research & Development;5;Marketing;Male;Yes;No;2;Manager;3;6.0;Married;5.0;325000;3;19;3;2;Low;2;17.0;0;2;High;6.0;3.0;4.0
100164;0;55.0;7.78;Human Resources;4;Technical Degree;Female;No;No;4;;3;7.0;;4.0;566667;1;21;3;2;Very Low;2;32.0;5;3;High;0.0;0.0;0.0
100165;0;27.0;6.99;Human Resources;2;Technical Degree;Female;No;No;1;Research Scientist;3;8.0;Divorced;2.0;25000;1;13;3;3;Very Low;3;1.0;1;1;High;1.0;1.0;1.0
100166;0;59.0;6.3;Human Resources;4;Technical Degree;Female;No;No;4;Manager;4;18.0;Married;5.0;191667;1;7;1;2;Very Low;4;11.0;3;4;Low;8.0;2.0;0.0
100167;0;19.0;8.59;Human Resources;5;Marketing;Male;No;Yes;2;Research Director;2;3.0;Married;3.0;1039;1;14;1;3;Very High;3;0.0;4;3;Low;0.0;0.0;0.0
100168;1;28.0;7.5;Research & Development;5;Life Sciences;Male;;No;1;Healthcare Representative;2;19.0;Divorced;5.0;125000;2;14;4;4;High;1;;0;1;High;5.0;5.0;1.0
100169;1;41.0;10.48;Sales;4;Other;Male;Yes;Yes;1;Human Resources;1;10.0;Single;2.0;133333;2;14;1;3;Very High;2;8.0;1;2;High;3.0;3.0;2.0
100170;0;;7.36;Human Resources;3;Life Sciences;Female;No;No;3;Laboratory Technician;4;19.0;Married;3.0;200000;2;9;4;4;Medium;2;13.0;5;3;Medium;9.0;3.0;7.0
100171;1;54.0;7.7;Research & Development;4;Medical;Male;No;Yes;1;Research Director;2;10.0;Divorced;1.0;533333;3;11;2;1;Low;1;29.0;3;1;Medium;11.0;4.0;3.0
100172;0;60.0;18.02;Human Resources;4;Life Sciences;Male;No;Yes;3;Laboratory Technician;4;7.0;Married;2.0;33333;1;8;4;1;Very Low;1;2.0;6;4;High;0.0;0.0;0.0
100173;0;23.0;8.14;Human Resources;5;Other;Male;No;No;3;Laboratory Technician;4;5.0;Married;1.0;25000;1;23;2;2;Low;3;1.0;4;3;High;1.0;1.0;1.0
100174;0;22.0;8.89;Research & Development;1;Marketing;Female;No;Yes;4;Healthcare Representative;3;10.0;Divorced;4.0;25000;1;21;3;1;High;1;1.0;3;4;Medium;0.0;0.0;0.0
100175;0;30.0;8.14;Sales;2;Life Sciences;Male;No;No;1;Manager;1;13.0;Divorced;3.0;116667;1;15;2;4;Very High;4;8.0;6;2;Medium;2.0;2.0;2.0
100176;0;38.0;10.48;Human Resources;2;Human Resources;Male;No;No;1;Sales Executive;2;6.0;Single;3.0;183333;4;19;2;2;Medium;4;8.0;6;3;Low;2.0;2.0;2.0
100177;0;24.0;7.1;Human Resources;2;Life Sciences;Male;No;Yes;4;;2;4.0;Divorced;;58333;1;9;3;3;High;3;3.0;2;4;High;1.0;1.0;1.0
100178;0;25.0;6.25;Human Resources;2;Human Resources;Female;No;Yes;2;Healthcare Representative;2;10.0;Married;4.0;58333;1;25;3;2;Medium;3;2.0;3;4;High;2.0;2.0;2.0
100179;0;59.0;7.0;Sales;1;Technical Degree;Female;Yes;No;2;Laboratory Technician;4;14.0;Divorced;1.0;525000;8;16;1;4;Medium;1;32.0;1;2;High;26.0;1.0;10.0
100180;0;37.0;8.31;Research & Development;1;Medical;Male;No;No;2;Healthcare Representative;4;10.0;Married;4.0;41667;1;16;2;2;High;2;2.0;0;2;High;2.0;2.0;2.0
100181;0;41.0;7.28;Human Resources;2;Technical Degree;Female;No;Yes;2;Sales Executive;4;13.0;Divorced;4.0;216667;1;10;4;4;Medium;1;11.0;6;2;High;6.0;2.0;5.0
100182;0;27.0;7.47;Human Resources;1;Other;Male;No;No;1;Healthcare Representative;3;3.0;Divorced;3.0;58333;1;16;2;3;High;2;2.0;3;4;High;1.0;1.0;1.0
100183;0;21.0;7.52;Human Resources;3;Human Resources;Male;No;Yes;2;Research Director;2;5.0;Married;1.0;25000;1;17;4;2;Very High;4;1.0;3;4;Low;1.0;1.0;1.0
100184;0;29.0;6.02;Sales;5;Life Sciences;Male;Yes;Yes;2;Sales Representative;2;6.0;Single;2.0;50000;1;25;3;1;Very High;3;2.0;6;1;Low;0.0;0.0;0.0
100185;0;54.0;6.88;Sales;3;Other;Female;No;No;3;Sales Representative;1;8.0;Married;2.0;241667;1;20;2;2;Very High;4;14.0;2;4;Medium;5.0;5.0;5.0
100186;0;51.0;7.21;Human Resources;5;Human Resources;Male;No;No;2;Manager;4;28.0;Married;4.0;233333;3;18;4;3;Very High;1;16.0;6;2;Medium;13.0;2.0;3.0
100187;0;18.0;6.46;Human Resources;4;Medical;Male;No;No;2;Research Scientist;4;5.0;Single;5.0;1061;1;9;4;2;Very Low;4;0.0;3;1;Medium;0.0;0.0;0.0
100188;1;59.0;10.81;Research & Development;3;Other;Male;Yes;Yes;1;Research Scientist;1;13.0;Single;5.0;91667;2;8;1;3;Very Low;4;7.0;3;1;High;4.0;4.0;3.0
100189;0;37.0;6.91;Sales;4;Other;Male;No;No;1;Sales Executive;2;10.0;Single;4.0;175000;2;23;4;2;Low;2;14.0;4;2;High;1.0;1.0;1.0
100190;1;49.0;6.99;Human Resources;1;Marketing;Female;No;Yes;1;Healthcare Representative;2;8.0;Married;5.0;25000;1;8;1;3;Low;4;1.0;6;1;Low;0.0;0.0;0.0
100191;1;28.0;18.03;Research & Development;2;Human Resources;Male;No;No;1;Human Resources;2;2.0;Divorced;3.0;41667;1;8;1;3;High;3;3.0;2;4;High;0.0;0.0;0.0
100192;0;52.0;7.31;Research & Development;5;Other;Male;Yes;No;2;Research Scientist;3;17.0;Divorced;1.0;283333;4;17;3;1;Medium;1;21.0;3;1;Low;5.0;5.0;3.0
100193;0;29.0;10.83;Sales;5;Life Sciences;Male;Yes;No;4;Sales Representative;3;6.0;Married;4.0;8333;1;11;4;3;Very High;4;0.0;6;1;Low;0.0;0.0;0.0
100194;0;26.0;7.39;Human Resources;1;Other;Male;No;Yes;3;Manager;2;10.0;Single;3.0;33333;1;7;2;4;Very Low;3;0.0;3;1;Low;0.0;0.0;0.0
100195;0;32.0;10.67;Human Resources;2;Technical Degree;Male;No;No;1;Healthcare Representative;4;10.0;Divorced;1.0;16667;1;15;4;2;High;4;0.0;4;1;Medium;0.0;0.0;0.0
100196;0;52.0;8.8;Sales;5;Medical;Male;Yes;Yes;1;Healthcare Representative;4;9.0;Single;1.0;425000;2;10;1;1;High;4;25.0;0;3;High;2.0;2.0;2.0
100197;0;45.0;7.17;Research & Development;1;Life Sciences;Female;Yes;Yes;2;Research Director;4;14.0;Divorced;5.0;200000;2;18;1;4;Very Low;3;15.0;5;2;Low;6.0;4.0;0.0
100198;0;21.0;18.0;Research & Development;2;Life Sciences;Male;Yes;No;4;Sales Representative;1;6.0;Single;5.0;16667;1;22;3;4;Very High;4;0.0;0;1;Medium;0.0;0.0;0.0
100199;1;29.0;9.71;Sales;3;Technical Degree;Female;No;No;4;Sales Executive;1;4.0;Divorced;1.0;66667;2;19;3;3;Very Low;2;5.0;6;1;Medium;1.0;1.0;1.0
100200;0;46.0;6.1;Human Resources;2;Medical;Female;No;No;3;Laboratory Technician;4;7.0;Divorced;1.0;83333;1;16;4;2;Medium;3;3.0;0;2;Medium;1.0;1.0;1.0
100201;0;54.0;7.17;Human Resources;4;Marketing;Female;No;Yes;3;Sales Representative;4;27.0;Divorced;4.0;250000;3;12;1;1;Medium;4;16.0;2;4;Medium;16.0;0.0;0.0
100202;0;42.0;9.7;Human Resources;5;Marketing;Male;No;Yes;3;Research Director;3;3.0;Married;5.0;258333;2;20;3;1;Very High;4;18.0;5;3;High;0.0;0.0;0.0
100203;0;57.0;6.73;Human Resources;1;Other;Female;No;Yes;4;Research Director;2;22.0;Married;1.0;441667;3;15;4;1;Low;2;25.0;3;4;High;15.0;1.0;1.0
100204;0;;6.5;Research & Development;2;Medical;;Yes;No;2;Research Scientist;4;9.0;Married;4.0;58333;1;15;2;2;Very Low;3;4.0;6;4;High;3.0;3.0;2.0
100205;1;25.0;7.79;Research & Development;2;Human Resources;Male;No;Yes;4;Manager;1;10.0;Divorced;5.0;16667;1;9;1;2;Medium;2;1.0;6;1;Low;1.0;1.0;1.0
100206;0;56.0;6.01;Sales;2;Technical Degree;Female;Yes;No;2;Manager;3;4.0;Divorced;4.0;258333;3;14;3;3;Very Low;2;9.0;5;4;High;1.0;1.0;1.0
100207;0;52.0;6.59;Research & Development;3;Human Resources;Female;Yes;Yes;3;Manufacturing Director;3;15.0;Married;4.0;583333;7;18;1;2;Low;2;31.0;5;4;High;22.0;5.0;7.0
100208;0;49.0;7.06;Human Resources;5;Marketing;Male;No;No;3;Manager;1;19.0;Single;2.0;275000;1;7;1;4;Medium;4;19.0;3;3;High;16.0;0.0;10.0
100209;0;18.0;6.11;Research & Development;3;Technical Degree;Female;Yes;No;3;Research Director;3;8.0;Divorced;1.0;16667;1;10;4;2;Medium;3;0.0;2;4;Medium;0.0;0.0;0.0
100210;0;33.0;7.29;Sales;1;Other;Male;No;No;3;Healthcare Representative;3;9.0;Divorced;3.0;50000;1;24;3;1;Medium;1;2.0;3;2;Low;0.0;0.0;0.0
100211;1;36.0;6.2;Sales;5;Technical Degree;Male;No;Yes;1;Manufacturing Director;2;11.0;Single;2.0;191667;2;16;3;1;Very Low;4;15.0;2;4;High;2.0;2.0;2.0
100212;1;30.0;6.19;Human Resources;4;Other;Male;No;No;3;Manager;1;16.0;Single;1.0;66667;1;13;1;1;High;1;4.0;3;1;Medium;2.0;2.0;2.0
100213;0;48.0;6.88;Research & Development;2;Marketing;Female;Yes;Yes;3;Research Scientist;4;5.0;Single;2.0;16667;1;24;3;3;Low;1;1.0;5;2;Low;0.0;0.0;0.0
100214;0;38.0;6.59;Research & Development;2;Life Sciences;Male;Yes;No;2;Manufacturing Director;1;9.0;Divorced;1.0;233333;3;7;4;3;Very High;1;13.0;4;3;Low;3.0;3.0;0.0
100215;0;41.0;7.0;Research & Development;5;Medical;Female;No;Yes;1;Sales Executive;3;21.0;Divorced;2.0;175000;2;10;3;2;High;4;11.0;5;1;High;11.0;5.0;0.0
100216;1;22.0;8.01;Sales;2;Marketing;Female;Yes;Yes;1;Manufacturing Director;4;2.0;Divorced;3.0;16667;1;7;2;1;Medium;3;0.0;2;1;Low;0.0;0.0;0.0
100217;0;51.0;6.4;Sales;4;Medical;Female;Yes;Yes;3;Laboratory Technician;2;20.0;Divorced;2.0;58333;1;21;4;1;Low;1;2.0;2;1;Medium;;;
100218;0;37.0;7.22;Sales;1;Technical Degree;Male;Yes;Yes;3;Healthcare Representative;4;20.0;Married;1.0;91667;2;14;4;3;Low;1;4.0;3;1;Low;2.0;2.0;2.0
100219;0;20.0;6.67;Human Resources;5;Other;Male;No;Yes;1;Manager;2;7.0;Divorced;5.0;8333;1;14;4;2;High;2;0.0;3;2;Medium;0.0;0.0;0.0
100220;1;29.0;7.8;Human Resources;2;Marketing;Female;No;No;2;Manufacturing Director;2;8.0;Married;5.0;125000;2;17;1;3;Very High;3;8.0;4;3;Low;0.0;0.0;0.0
100221;0;25.0;10.48;Sales;2;Human Resources;Female;Yes;No;1;Human Resources;2;7.0;Single;4.0;100000;2;11;4;2;Very High;4;4.0;3;1;Low;0.0;0.0;0.0
100222;0;52.0;7.62;Sales;4;Human Resources;Female;Yes;No;3;Research Scientist;1;21.0;Married;4.0;391667;7;11;3;3;Very Low;3;29.0;6;4;High;;;
100223;0;29.0;6.41;Sales;1;Human Resources;Male;Yes;No;3;Research Scientist;2;2.0;Married;3.0;75000;1;17;3;2;High;1;4.0;6;1;High;0.0;0.0;0.0
100224;0;;7.77;Sales;3;Life Sciences;Male;Yes;No;4;Research Scientist;2;5.0;Divorced;1.0;133333;2;10;3;2;Low;4;8.0;0;1;Low;7.0;2.0;4.0
100225;0;55.0;7.32;Research & Development;1;Medical;Female;No;No;1;Research Scientist;4;18.0;Divorced;4.0;500000;7;15;1;3;Very Low;1;28.0;0;4;High;9.0;2.0;5.0
100226;0;48.0;8.5;Sales;4;Human Resources;Female;No;Yes;4;Research Scientist;1;18.0;Divorced;3.0;283333;2;20;1;4;High;4;21.0;6;4;Low;21.0;1.0;0.0
100227;0;54.0;6.45;Sales;5;Life Sciences;;No;Yes;1;Manufacturing Director;2;8.0;Divorced;2.0;125000;1;14;2;3;Medium;4;6.0;0;4;Low;5.0;5.0;0.0
100228;0;48.0;6.37;Human Resources;5;Other;Female;No;Yes;1;Healthcare Representative;4;28.0;Single;5.0;316667;1;21;1;2;Very Low;4;22.0;0;2;Low;13.0;0.0;9.0
100229;0;40.0;7.0;Sales;4;Life Sciences;Male;Yes;No;2;Manager;2;2.0;Divorced;1.0;58333;1;11;3;2;Very High;4;2.0;6;4;Medium;0.0;0.0;0.0
100230;0;41.0;7.78;Research & Development;4;Marketing;Female;No;No;3;Research Scientist;4;11.0;Married;5.0;383333;2;9;3;4;High;1;19.0;6;1;High;12.0;2.0;5.0
100231;1;33.0;6.96;Human Resources;3;Human Resources;Male;No;No;2;Manufacturing Director;4;5.0;Married;5.0;166667;1;10;4;4;High;1;7.0;3;3;Low;1.0;1.0;1.0
100232;0;24.0;7.1;Research & Development;3;Marketing;Male;No;Yes;1;Manager;4;18.0;Divorced;3.0;75000;1;18;2;4;Very High;3;3.0;2;1;High;3.0;3.0;0.0
100233;0;49.0;6.67;Human Resources;1;Technical Degree;Female;No;Yes;3;Laboratory Technician;2;10.0;Married;5.0;33333;1;7;3;3;Very High;3;0.0;0;1;Low;0.0;0.0;0.0
100234;0;57.0;7.38;Research & Development;1;Human Resources;Female;No;Yes;2;Laboratory Technician;3;5.0;Single;4.0;283333;4;7;2;2;Medium;1;16.0;4;2;Low;1.0;1.0;1.0
100235;0;22.0;9.77;Research & Development;3;Marketing;Male;No;Yes;3;Manufacturing Director;1;5.0;Divorced;1.0;16667;1;7;4;4;Very Low;2;0.0;2;3;Medium;0.0;0.0;0.0
100236;1;56.0;9.12;Research & Development;2;Other;Female;No;No;2;Sales Representative;1;5.0;Single;1.0;41667;1;17;2;4;Very High;4;2.0;1;2;Medium;0.0;0.0;0.0
100237;0;52.0;10.29;Research & Development;1;Medical;Female;No;Yes;2;Laboratory Technician;2;20.0;Divorced;2.0;133333;1;25;1;4;Very High;1;6.0;4;4;Low;2.0;2.0;2.0
100238;1;33.0;7.71;Human Resources;1;Human Resources;Female;No;Yes;4;Manufacturing Director;1;9.0;Married;2.0;133333;1;14;2;2;Low;4;5.0;2;1;Medium;4.0;4.0;1.0
100239;0;56.0;7.47;Sales;5;Marketing;Female;No;Yes;1;Research Director;1;16.0;Married;3.0;191667;3;13;4;2;Very High;1;13.0;5;3;Medium;6.0;2.0;5.0
100240;0;36.0;7.59;Human Resources;2;Life Sciences;Male;No;Yes;2;Sales Executive;4;5.0;Married;2.0;233333;3;19;1;2;Low;2;8.0;2;3;High;0.0;0.0;0.0
100241;0;41.0;7.42;Research & Development;3;Other;Male;No;Yes;2;Research Scientist;1;12.0;Divorced;4.0;208333;2;10;3;1;Very High;1;11.0;4;2;Low;7.0;1.0;1.0
100242;0;21.0;6.61;Sales;4;Life Sciences;Male;No;No;3;Healthcare Representative;4;10.0;Married;5.0;41667;1;15;3;1;Medium;4;3.0;1;2;Medium;3.0;3.0;2.0
100243;0;33.0;7.13;Research & Development;2;Marketing;Female;No;Yes;2;Healthcare Representative;1;16.0;Single;4.0;83333;1;15;3;3;Very Low;4;4.0;1;4;Medium;3.0;3.0;0.0
100244;0;27.0;7.08;Sales;4;Medical;Female;Yes;No;2;Manufacturing Director;2;19.0;Single;5.0;58333;1;7;4;4;Very Low;3;4.0;5;2;High;2.0;2.0;2.0
100245;0;50.0;7.5;Research & Development;2;Technical Degree;;Yes;Yes;1;Sales Executive;3;8.0;Divorced;1.0;375000;4;9;2;2;Medium;4;20.0;0;3;Low;8.0;1.0;5.0
100246;0;53.0;7.32;Human Resources;2;Life Sciences;Male;No;No;4;Manager;3;9.0;Single;3.0;183333;4;10;3;2;Very Low;4;8.0;6;3;Low;0.0;0.0;0.0
100247;0;48.0;10.09;Research & Development;2;Life Sciences;Female;Yes;No;1;Laboratory Technician;4;7.0;Married;4.0;208333;2;14;1;3;High;1;13.0;2;4;High;2.0;2.0;2.0
100248;0;27.0;6.68;Human Resources;4;Marketing;Male;No;Yes;4;;1;4.0;;4.0;116667;2;13;4;2;Medium;1;5.0;3;2;Medium;1.0;1.0;1.0
100249;0;;8.09;Human Resources;3;Life Sciences;Female;No;No;1;Research Scientist;2;2.0;Married;2.0;141667;2;25;4;4;Very High;3;8.0;3;3;;0.0;0.0;0.0
100250;0;21.0;6.58;Human Resources;2;Life Sciences;Male;No;Yes;1;Research Scientist;4;6.0;Married;5.0;25000;1;14;1;1;Medium;1;1.0;5;2;Medium;1.0;1.0;1.0
100251;0;31.0;8.01;Human Resources;4;Other;Female;No;No;1;Research Director;1;20.0;Divorced;3.0;183333;4;23;2;2;Very High;4;8.0;5;3;High;4.0;4.0;2.0
100252;0;32.0;7.12;Sales;2;Human Resources;Female;No;Yes;4;Manufacturing Director;2;18.0;Single;5.0;241667;1;7;1;3;Low;3;10.0;6;1;Low;2.0;2.0;2.0
100253;0;26.0;7.38;Research & Development;3;Marketing;Female;Yes;Yes;4;Sales Executive;1;8.0;Divorced;1.0;16667;1;10;3;2;High;3;1.0;0;2;Low;0.0;0.0;0.0
100254;0;43.0;6.1;Research & Development;1;Marketing;Male;No;No;3;Laboratory Technician;2;5.0;Single;3.0;150000;2;8;2;4;Very Low;1;11.0;3;2;Medium;0.0;0.0;0.0
100255;0;30.0;9.6;Sales;3;Other;Male;Yes;No;2;;4;5.0;;3.0;208333;3;22;3;1;Very High;4;9.0;6;3;Medium;0.0;0.0;0.0
100256;0;56.0;6.32;Sales;1;Life Sciences;Male;No;No;4;Laboratory Technician;2;7.0;Married;3.0;158333;3;16;1;1;Very High;2;12.0;6;1;;1.0;1.0;1.0
100257;0;24.0;6.99;Sales;5;Marketing;;No;No;1;Human Resources;2;10.0;Divorced;5.0;16667;1;23;1;3;Medium;3;1.0;5;1;Low;0.0;0.0;0.0
100258;0;54.0;6.83;Human Resources;5;Technical Degree;Female;No;Yes;2;Research Director;2;15.0;Single;5.0;200000;1;9;4;4;Very High;2;12.0;3;3;High;4.0;4.0;3.0
100259;0;44.0;8.31;Human Resources;2;Other;Female;No;Yes;1;Research Scientist;3;13.0;Divorced;5.0;283333;1;18;1;1;Low;2;19.0;3;3;Low;4.0;4.0;1.0
100260;1;36.0;10.78;Human Resources;5;Technical Degree;Male;No;No;3;Manufacturing Director;2;5.0;Single;4.0;1088;1;22;1;4;Low;4;0.0;2;1;Medium;0.0;0.0;0.0
100261;0;57.0;6.9;Human Resources;1;Life Sciences;Female;No;Yes;4;Manufacturing Director;3;18.0;Single;5.0;91667;2;25;2;3;High;3;6.0;0;3;Medium;4.0;4.0;2.0
100262;1;30.0;8.31;Human Resources;2;Technical Degree;Male;No;Yes;1;Research Scientist;1;5.0;Single;5.0;41667;1;16;3;2;Very Low;1;2.0;2;3;Medium;2.0;2.0;2.0
100263;0;46.0;10.71;Human Resources;5;Medical;Female;No;Yes;4;Research Director;4;7.0;Divorced;3.0;41667;1;24;1;4;Very High;4;3.0;1;4;High;1.0;1.0;1.0
100264;0;31.0;7.08;Sales;4;Medical;Female;No;Yes;2;Human Resources;3;10.0;Divorced;2.0;58333;1;11;4;4;Low;1;4.0;0;4;Low;0.0;0.0;0.0
100265;0;28.0;8.28;Research & Development;5;Marketing;Male;No;Yes;3;Healthcare Representative;2;2.0;Divorced;4.0;8333;1;23;3;3;Very High;3;0.0;0;1;Medium;0.0;0.0;0.0
100266;1;27.0;10.55;Sales;5;Life Sciences;Female;No;No;3;Research Director;3;14.0;Married;5.0;66667;1;8;2;2;Medium;1;3.0;5;3;High;3.0;3.0;1.0
100267;0;25.0;10.43;Human Resources;2;Medical;;No;;2;Human Resources;4;3.0;Divorced;1.0;33333;1;20;1;4;Medium;3;2.0;0;3;Medium;0.0;0.0;0.0
100268;0;24.0;6.7;Human Resources;4;Life Sciences;Female;No;;3;Research Director;3;2.0;Divorced;5.0;33333;1;8;3;4;High;1;0.0;0;4;Low;0.0;0.0;0.0
100269;1;29.0;7.72;Human Resources;5;Other;Male;No;No;2;Human Resources;2;10.0;Married;4.0;141667;3;21;2;1;Low;4;8.0;3;1;High;4.0;4.0;0.0
100270;0;18.0;6.71;Human Resources;1;Marketing;Male;No;Yes;3;Manager;1;6.0;Divorced;4.0;33333;1;21;2;2;High;1;0.0;6;3;High;0.0;0.0;0.0
100271;0;50.0;6.71;Human Resources;4;Technical Degree;Male;No;Yes;2;Human Resources;1;11.0;Single;2.0;91667;1;7;2;1;Very High;2;4.0;0;4;High;4.0;4.0;0.0
100272;1;43.0;6.63;Human Resources;4;Technical Degree;Male;No;No;1;Sales Executive;2;10.0;Divorced;3.0;66667;1;12;1;3;High;3;3.0;5;1;High;1.0;1.0;1.0
100273;1;20.0;6.97;Sales;4;Human Resources;Male;No;No;1;Manager;2;6.0;Married;5.0;33333;1;7;3;2;High;2;2.0;3;1;High;1.0;1.0;1.0
100274;0;20.0;6.18;Sales;3;Life Sciences;Female;No;No;2;Laboratory Technician;3;2.0;Single;3.0;33333;1;22;3;2;High;1;2.0;1;3;Low;1.0;1.0;1.0
100275;1;58.0;9.47;Sales;4;Life Sciences;Male;No;Yes;4;Healthcare Representative;1;11.0;Divorced;2.0;241667;2;24;4;1;Very Low;3;12.0;5;1;Low;2.0;2.0;2.0
100276;1;56.0;9.32;Research & Development;3;Human Resources;Male;No;No;3;Research Scientist;1;11.0;Single;2.0;358333;3;16;1;3;Very Low;3;19.0;0;4;Medium;17.0;3.0;5.0
100277;0;52.0;10.65;Research & Development;2;Medical;Female;;Yes;2;Research Director;2;9.0;Divorced;3.0;300000;2;17;1;1;High;4;;1;4;Medium;4.0;4.0;4.0
100278;0;57.0;8.83;Sales;2;Technical Degree;Female;No;No;2;Research Director;2;5.0;Single;3.0;8333;1;12;2;2;High;1;0.0;4;4;Medium;0.0;0.0;0.0
100279;1;48.0;6.13;Research & Development;5;Life Sciences;Female;No;No;1;Manager;2;19.0;Single;3.0;150000;2;22;2;3;Medium;1;8.0;6;1;Low;8.0;4.0;7.0
100280;0;33.0;10.29;Sales;4;Life Sciences;Male;Yes;No;3;Healthcare Representative;1;18.0;Married;3.0;183333;1;10;3;3;Very High;2;11.0;6;4;High;4.0;4.0;1.0
100281;0;25.0;7.83;Research & Development;1;Human Resources;Male;No;Yes;3;Sales Executive;4;6.0;Single;1.0;8333;1;21;1;2;Low;3;0.0;0;4;Low;0.0;0.0;0.0
100282;0;41.0;6.22;Human Resources;4;Marketing;Male;No;Yes;1;Research Scientist;3;9.0;Married;3.0;150000;2;24;3;2;Low;4;11.0;5;3;Medium;2.0;2.0;2.0
100283;0;46.0;8.88;Research & Development;2;Human Resources;Male;No;Yes;3;Laboratory Technician;3;7.0;Married;1.0;208333;3;23;1;3;Medium;3;13.0;3;2;High;7.0;2.0;0.0
